model,atoms,time,std,precision,gpu
eSEN-6M-OC25,1000,397.6473808288574,0.174202206522598,float32,NVIDIA H100 80GB HBM3
eSEN-6M-OC25,1728,672.4461317062378,86.78036607551253,float32,NVIDIA H100 80GB HBM3
eSEN-6M-OC25,2744,1056.1060905456543,0.14446193887824255,float32,NVIDIA H100 80GB HBM3
eSEN-6M-OC25,4096,1564.6181106567383,0.12829803907831427,float32,NVIDIA H100 80GB HBM3
eSEN-6M-OC25,5832,2228.5306453704834,0.2784007893927557,float32,NVIDIA H100 80GB HBM3
eSEN-6M-OC25,8000,3051.3581037521362,0.2313852310180664,float32,NVIDIA H100 80GB HBM3
eSEN-6M-OC25,10648,4058.5678815841675,0.06663799285888672,float32,NVIDIA H100 80GB HBM3
eSEN-6M-OC25,13824,5280.113935470581,0.0,float32,NVIDIA H100 80GB HBM3
eSEN-6M-OC25,17576,6710.755109786987,0.0,float32,NVIDIA H100 80GB HBM3
eSEN-6M-OC25,21952,8382.240533828735,0.0,float32,NVIDIA H100 80GB HBM3
eSEN-6M-OC25,27000,10323.493719100952,0.0,float32,NVIDIA H100 80GB HBM3
eSEN-6M-OC25,32768,12534.750699996948,0.0,float32,NVIDIA H100 80GB HBM3
eSEN-6M-OC25,39304,15134.936332702637,0.0,float32,NVIDIA H100 80GB HBM3
SevenNet-l3i5,8,23.66936206817627,76.8730698363803,float32,NVIDIA H100 80GB HBM3
SevenNet-l3i5,64,26.065587997436523,0.40924275819869943,float32,NVIDIA H100 80GB HBM3
SevenNet-l3i5,216,28.26976776123047,0.5329182330514043,float32,NVIDIA H100 80GB HBM3
SevenNet-l3i5,512,46.143174171447754,0.6620873361377484,float32,NVIDIA H100 80GB HBM3
SevenNet-l3i5,1000,67.83735752105713,0.6963510769731742,float32,NVIDIA H100 80GB HBM3
SevenNet-l3i5,1728,101.47261619567871,5.616747880363336,float32,NVIDIA H100 80GB HBM3
SevenNet-l3i5,2744,173.64788055419922,7.489163702934531,float32,NVIDIA H100 80GB HBM3
SevenNet-l3i5,4096,242.7992820739746,8.117608906923031,float32,NVIDIA H100 80GB HBM3
SevenNet-l3i5,5832,327.1975517272949,7.850620535585912,float32,NVIDIA H100 80GB HBM3
SevenNet-l3i5,8000,430.46748638153076,41.35002452603347,float32,NVIDIA H100 80GB HBM3
SevenNet-l3i5,10648,600.8505821228027,1.1172943423326915,float32,NVIDIA H100 80GB HBM3
SevenNet-l3i5,13824,755.5286884307861,5.362367805448536,float32,NVIDIA H100 80GB HBM3
SevenNet-l3i5,17576,929.0484189987183,2.2123676954690943,float32,NVIDIA H100 80GB HBM3
SevenNet-l3i5,21952,1187.957525253296,4.429760647690963,float32,NVIDIA H100 80GB HBM3
Nequix-MP-1,8,5.542993545532227,0.2869820313028635,float32,NVIDIA H100 80GB HBM3
Nequix-MP-1,64,13.926863670349121,0.15972416600829722,float32,NVIDIA H100 80GB HBM3
Nequix-MP-1,216,52.42633819580078,0.4389328964220074,float32,NVIDIA H100 80GB HBM3
Nequix-MP-1,512,90.66712856292725,0.5104171682560892,float32,NVIDIA H100 80GB HBM3
Nequix-MP-1,1000,202.0547389984131,0.7088182527610524,float32,NVIDIA H100 80GB HBM3
Nequix-MP-1,1728,291.7062044143677,0.9407593078570622,float32,NVIDIA H100 80GB HBM3
Nequix-MP-1,2744,464.31732177734375,0.36370137073509906,float32,NVIDIA H100 80GB HBM3
Nequix-MP-1,4096,727.7929782867432,0.36517745976775723,float32,NVIDIA H100 80GB HBM
